buyer,industry_buy,m_cp
FIN,"Pulp, paper, paper products, printing, and publishing",1
FIN,"Coke, refined petroleum, and nuclear fuel",0
FIN,Chemicals and chemical products,0
FRA,"Agriculture, hunting, forestry, and fishing",0
FRA,Rubber and plastics,0
FRA,Other nonmetallic minerals,0
FRA,Basic metals and fabricated metal,0
FRA,"Machinery, nec",1
FRA,Electrical and optical equipment,0
FRA,Transport equipment,1
FRA,"Manufacturing, nec; recycling",0
FRA,"Electricity, gas, and water supply",1
FRA,Construction,0
FRA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
FRA,Mining and quarrying,0
FRA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
FRA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
FRA,Hotels and restaurants,1
FRA,Inland transport,0
FRA,Water transport,1
FRA,Air transport,0
FRA,Other supporting and auxiliary transport activities; activities of travel agencies,1
FRA,Post and telecommunications,0
FRA,Financial intermediation,0
FRA,Real estate activities,1
FRA,"Food, beverages, and tobacco",0
FRA,Renting of M&Eq and other business activities,1
FRA,Public administration and defense; compulsory social security,0
FRA,Education,1
FRA,Health and social work,1
FRA,"Other community, social, and personal services (creative industry)",1
FRA,Private households with employed persons,0
FRA,Textiles and textile products,0
FRA,"Leather, leather products, and footwear",0
FRA,Wood and products of wood and cork,0
FRA,"Pulp, paper, paper products, printing, and publishing",1
FRA,"Coke, refined petroleum, and nuclear fuel",0
FRA,Chemicals and chemical products,0
GEO,"Agriculture, hunting, forestry, and fishing",1
GEO,Rubber and plastics,0
GEO,Other nonmetallic minerals,1
GEO,Basic metals and fabricated metal,0
GEO,"Machinery, nec",0
GEO,Electrical and optical equipment,0
GEO,Transport equipment,0
GEO,"Manufacturing, nec; recycling",0
GEO,"Electricity, gas, and water supply",0
GEO,Construction,1
GEO,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
GEO,Mining and quarrying,0
GEO,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
GEO,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
GEO,Hotels and restaurants,1
GEO,Inland transport,1
GEO,Water transport,0
GEO,Air transport,1
GEO,Other supporting and auxiliary transport activities; activities of travel agencies,1
GEO,Post and telecommunications,1
GEO,Financial intermediation,0
GEO,Real estate activities,1
GEO,"Food, beverages, and tobacco",1
GEO,Renting of M&Eq and other business activities,0
GEO,Public administration and defense; compulsory social security,0
GEO,Education,1
GEO,Health and social work,0
GEO,"Other community, social, and personal services (creative industry)",1
GEO,Private households with employed persons,0
GEO,Textiles and textile products,0
GEO,"Leather, leather products, and footwear",0
GEO,Wood and products of wood and cork,0
GEO,"Pulp, paper, paper products, printing, and publishing",1
GEO,"Coke, refined petroleum, and nuclear fuel",0
GEO,Chemicals and chemical products,0
GER,"Agriculture, hunting, forestry, and fishing",0
GER,Rubber and plastics,1
GER,Other nonmetallic minerals,0
GER,Basic metals and fabricated metal,1
GER,"Machinery, nec",1
GER,Electrical and optical equipment,0
GER,Transport equipment,1
GER,"Manufacturing, nec; recycling",0
GER,"Electricity, gas, and water supply",0
GER,Construction,0
GER,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
GER,Mining and quarrying,0
GER,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
GER,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
GER,Hotels and restaurants,0
GER,Inland transport,0
GER,Water transport,1
GER,Air transport,0
GER,Other supporting and auxiliary transport activities; activities of travel agencies,1
GER,Post and telecommunications,1
GER,Financial intermediation,0
GER,Real estate activities,1
GER,"Food, beverages, and tobacco",0
GER,Renting of M&Eq and other business activities,1
GER,Public administration and defense; compulsory social security,0
GER,Education,1
GER,Health and social work,1
GER,"Other community, social, and personal services (creative industry)",1
GER,Private households with employed persons,1
GER,Textiles and textile products,0
GER,"Leather, leather products, and footwear",0
GER,Wood and products of wood and cork,1
GER,"Pulp, paper, paper products, printing, and publishing",1
GER,"Coke, refined petroleum, and nuclear fuel",0
GER,Chemicals and chemical products,1
GRC,"Agriculture, hunting, forestry, and fishing",1
GRC,Rubber and plastics,0
GRC,Other nonmetallic minerals,0
GRC,Basic metals and fabricated metal,0
GRC,"Machinery, nec",0
GRC,Electrical and optical equipment,0
GRC,Transport equipment,0
GRC,"Manufacturing, nec; recycling",0
GRC,"Electricity, gas, and water supply",1
GRC,Construction,0
GRC,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
GRC,Mining and quarrying,0
GRC,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
GRC,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
GRC,Hotels and restaurants,1
GRC,Inland transport,0
GRC,Water transport,1
GRC,Air transport,1
GRC,Other supporting and auxiliary transport activities; activities of travel agencies,1
GRC,Post and telecommunications,1
GRC,Financial intermediation,0
GRC,Real estate activities,1
GRC,"Food, beverages, and tobacco",1
GRC,Renting of M&Eq and other business activities,0
GRC,Public administration and defense; compulsory social security,1
GRC,Education,1
GRC,Health and social work,0
GRC,"Other community, social, and personal services (creative industry)",1
GRC,Private households with employed persons,1
GRC,Textiles and textile products,0
GRC,"Leather, leather products, and footwear",0
GRC,Wood and products of wood and cork,0
GRC,"Pulp, paper, paper products, printing, and publishing",0
GRC,"Coke, refined petroleum, and nuclear fuel",1
GRC,Chemicals and chemical products,0
HKG,"Agriculture, hunting, forestry, and fishing",0
HKG,Rubber and plastics,0
HKG,Other nonmetallic minerals,0
HKG,Basic metals and fabricated metal,0
HKG,"Machinery, nec",0
HKG,Electrical and optical equipment,0
HKG,Transport equipment,0
HKG,"Manufacturing, nec; recycling",0
HKG,"Electricity, gas, and water supply",0
HKG,Construction,0
HKG,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
HKG,Mining and quarrying,0
HKG,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
HKG,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
HKG,Hotels and restaurants,0
HKG,Inland transport,0
HKG,Water transport,1
HKG,Air transport,1
HKG,Other supporting and auxiliary transport activities; activities of travel agencies,0
HKG,Post and telecommunications,1
HKG,Financial intermediation,1
HKG,Real estate activities,1
HKG,"Food, beverages, and tobacco",0
HKG,Renting of M&Eq and other business activities,0
HKG,Public administration and defense; compulsory social security,1
HKG,Education,0
HKG,Health and social work,0
HKG,"Other community, social, and personal services (creative industry)",0
HKG,Private households with employed persons,0
HKG,Textiles and textile products,0
HKG,"Leather, leather products, and footwear",0
HKG,Wood and products of wood and cork,0
HKG,"Pulp, paper, paper products, printing, and publishing",0
HKG,"Coke, refined petroleum, and nuclear fuel",0
HKG,Chemicals and chemical products,0
HRV,"Agriculture, hunting, forestry, and fishing",1
HRV,Rubber and plastics,0
HRV,Other nonmetallic minerals,1
HRV,Basic metals and fabricated metal,0
HRV,"Machinery, nec",0
HRV,Electrical and optical equipment,0
HRV,Transport equipment,0
HRV,"Manufacturing, nec; recycling",0
HRV,"Electricity, gas, and water supply",1
HRV,Construction,1
HRV,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
HRV,Mining and quarrying,0
HRV,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
HRV,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
HRV,Hotels and restaurants,1
HRV,Inland transport,1
HRV,Water transport,1
HRV,Air transport,0
HRV,Other supporting and auxiliary transport activities; activities of travel agencies,1
HRV,Post and telecommunications,0
HRV,Financial intermediation,0
HRV,Real estate activities,0
HRV,"Food, beverages, and tobacco",1
HRV,Renting of M&Eq and other business activities,0
HRV,Public administration and defense; compulsory social security,0
HRV,Education,1
HRV,Health and social work,1
HRV,"Other community, social, and personal services (creative industry)",1
HRV,Private households with employed persons,0
HRV,Textiles and textile products,0
HRV,"Leather, leather products, and footwear",0
HRV,Wood and products of wood and cork,1
HRV,"Pulp, paper, paper products, printing, and publishing",1
HRV,"Coke, refined petroleum, and nuclear fuel",0
HRV,Chemicals and chemical products,0
HUN,"Agriculture, hunting, forestry, and fishing",0
HUN,Rubber and plastics,1
HUN,Other nonmetallic minerals,0
HUN,Basic metals and fabricated metal,0
HUN,"Machinery, nec",1
HUN,Electrical and optical equipment,1
HUN,Transport equipment,1
HUN,"Manufacturing, nec; recycling",0
HUN,"Electricity, gas, and water supply",0
HUN,Construction,0
HUN,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
HUN,Mining and quarrying,0
HUN,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
HUN,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
HUN,Hotels and restaurants,0
HUN,Inland transport,1
HUN,Water transport,0
HUN,Air transport,1
HUN,Other supporting and auxiliary transport activities; activities of travel agencies,1
HUN,Post and telecommunications,0
HUN,Financial intermediation,0
HUN,Real estate activities,1
HUN,"Food, beverages, and tobacco",1
HUN,Renting of M&Eq and other business activities,0
HUN,Public administration and defense; compulsory social security,0
HUN,Education,1
HUN,Health and social work,0
HUN,"Other community, social, and personal services (creative industry)",1
HUN,Private households with employed persons,0
HUN,Textiles and textile products,0
HUN,"Leather, leather products, and footwear",0
HUN,Wood and products of wood and cork,0
HUN,"Pulp, paper, paper products, printing, and publishing",1
HUN,"Coke, refined petroleum, and nuclear fuel",0
HUN,Chemicals and chemical products,0
IND,"Agriculture, hunting, forestry, and fishing",1
IND,Rubber and plastics,1
IND,Other nonmetallic minerals,1
IND,Basic metals and fabricated metal,1
IND,"Machinery, nec",0
IND,Electrical and optical equipment,0
IND,Transport equipment,1
IND,"Manufacturing, nec; recycling",1
IND,"Electricity, gas, and water supply",0
IND,Construction,1
IND,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
IND,Mining and quarrying,0
IND,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
IND,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
IND,Hotels and restaurants,0
IND,Inland transport,1
IND,Water transport,0
IND,Air transport,0
IND,Other supporting and auxiliary transport activities; activities of travel agencies,0
IND,Post and telecommunications,0
IND,Financial intermediation,0
IND,Real estate activities,0
IND,"Food, beverages, and tobacco",1
IND,Renting of M&Eq and other business activities,0
IND,Public administration and defense; compulsory social security,0
IND,Education,1
IND,Health and social work,0
IND,"Other community, social, and personal services (creative industry)",0
IND,Private households with employed persons,0
IND,Textiles and textile products,1
IND,"Leather, leather products, and footwear",0
IND,Wood and products of wood and cork,0
IND,"Pulp, paper, paper products, printing, and publishing",0
IND,"Coke, refined petroleum, and nuclear fuel",1
IND,Chemicals and chemical products,1
INO,"Agriculture, hunting, forestry, and fishing",1
INO,Rubber and plastics,0
INO,Other nonmetallic minerals,0
INO,Basic metals and fabricated metal,0
INO,"Machinery, nec",0
INO,Electrical and optical equipment,0
INO,Transport equipment,0
INO,"Manufacturing, nec; recycling",0
INO,"Electricity, gas, and water supply",0
INO,Construction,1
INO,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
INO,Mining and quarrying,1
INO,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
INO,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
INO,Hotels and restaurants,1
INO,Inland transport,1
INO,Water transport,1
INO,Air transport,1
INO,Other supporting and auxiliary transport activities; activities of travel agencies,0
INO,Post and telecommunications,1
INO,Financial intermediation,0
INO,Real estate activities,0
INO,"Food, beverages, and tobacco",1
INO,Renting of M&Eq and other business activities,0
INO,Public administration and defense; compulsory social security,0
INO,Education,0
INO,Health and social work,0
INO,"Other community, social, and personal services (creative industry)",0
INO,Private households with employed persons,0
INO,Textiles and textile products,1
INO,"Leather, leather products, and footwear",1
INO,Wood and products of wood and cork,1
INO,"Pulp, paper, paper products, printing, and publishing",0
INO,"Coke, refined petroleum, and nuclear fuel",1
INO,Chemicals and chemical products,0
IRE,"Agriculture, hunting, forestry, and fishing",0
IRE,Rubber and plastics,0
IRE,Other nonmetallic minerals,0
IRE,Basic metals and fabricated metal,0
IRE,"Machinery, nec",0
IRE,Electrical and optical equipment,0
IRE,Transport equipment,0
IRE,"Manufacturing, nec; recycling",1
IRE,"Electricity, gas, and water supply",0
IRE,Construction,0
IRE,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
IRE,Mining and quarrying,0
IRE,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
IRE,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
IRE,Hotels and restaurants,0
IRE,Inland transport,0
IRE,Water transport,0
IRE,Air transport,1
IRE,Other supporting and auxiliary transport activities; activities of travel agencies,0
IRE,Post and telecommunications,0
IRE,Financial intermediation,1
IRE,Real estate activities,0
IRE,"Food, beverages, and tobacco",0
IRE,Renting of M&Eq and other business activities,1
IRE,Public administration and defense; compulsory social security,0
IRE,Education,0
IRE,Health and social work,0
IRE,"Other community, social, and personal services (creative industry)",0
IRE,Private households with employed persons,0
IRE,Textiles and textile products,0
IRE,"Leather, leather products, and footwear",0
IRE,Wood and products of wood and cork,0
IRE,"Pulp, paper, paper products, printing, and publishing",1
IRE,"Coke, refined petroleum, and nuclear fuel",1
IRE,Chemicals and chemical products,1
ITA,"Agriculture, hunting, forestry, and fishing",0
ITA,Rubber and plastics,1
ITA,Other nonmetallic minerals,0
ITA,Basic metals and fabricated metal,1
ITA,"Machinery, nec",1
ITA,Electrical and optical equipment,0
ITA,Transport equipment,0
ITA,"Manufacturing, nec; recycling",1
ITA,"Electricity, gas, and water supply",0
ITA,Construction,0
ITA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
ITA,Mining and quarrying,0
ITA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
ITA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
ITA,Hotels and restaurants,1
ITA,Inland transport,1
ITA,Water transport,0
ITA,Air transport,0
ITA,Other supporting and auxiliary transport activities; activities of travel agencies,1
ITA,Post and telecommunications,0
ITA,Financial intermediation,0
ITA,Real estate activities,1
ITA,"Food, beverages, and tobacco",1
ITA,Renting of M&Eq and other business activities,1
ITA,Public administration and defense; compulsory social security,0
ITA,Education,0
ITA,Health and social work,1
ITA,"Other community, social, and personal services (creative industry)",1
ITA,Private households with employed persons,1
ITA,Textiles and textile products,1
ITA,"Leather, leather products, and footwear",1
ITA,Wood and products of wood and cork,1
ITA,"Pulp, paper, paper products, printing, and publishing",1
ITA,"Coke, refined petroleum, and nuclear fuel",0
ITA,Chemicals and chemical products,0
JPN,"Agriculture, hunting, forestry, and fishing",0
JPN,Rubber and plastics,1
JPN,Other nonmetallic minerals,0
JPN,Basic metals and fabricated metal,1
JPN,"Machinery, nec",1
JPN,Electrical and optical equipment,1
JPN,Transport equipment,1
JPN,"Manufacturing, nec; recycling",0
JPN,"Electricity, gas, and water supply",1
JPN,Construction,0
JPN,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
JPN,Mining and quarrying,0
JPN,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
JPN,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
JPN,Hotels and restaurants,1
JPN,Inland transport,1
JPN,Water transport,0
JPN,Air transport,0
JPN,Other supporting and auxiliary transport activities; activities of travel agencies,0
JPN,Post and telecommunications,1
JPN,Financial intermediation,0
JPN,Real estate activities,1
JPN,"Food, beverages, and tobacco",0
JPN,Renting of M&Eq and other business activities,0
JPN,Public administration and defense; compulsory social security,0
JPN,Education,0
JPN,Health and social work,1
JPN,"Other community, social, and personal services (creative industry)",1
JPN,Private households with employed persons,1
JPN,Textiles and textile products,0
JPN,"Leather, leather products, and footwear",0
JPN,Wood and products of wood and cork,0
JPN,"Pulp, paper, paper products, printing, and publishing",1
JPN,"Coke, refined petroleum, and nuclear fuel",0
JPN,Chemicals and chemical products,0
KAZ,"Agriculture, hunting, forestry, and fishing",1
KAZ,Rubber and plastics,0
KAZ,Other nonmetallic minerals,0
KAZ,Basic metals and fabricated metal,1
KAZ,"Machinery, nec",0
KAZ,Electrical and optical equipment,0
KAZ,Transport equipment,0
KAZ,"Manufacturing, nec; recycling",0
KAZ,"Electricity, gas, and water supply",0
KAZ,Construction,0
KAZ,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
KAZ,Mining and quarrying,1
KAZ,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
KAZ,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
KAZ,Hotels and restaurants,0
KAZ,Inland transport,1
KAZ,Water transport,0
KAZ,Air transport,0
KAZ,Other supporting and auxiliary transport activities; activities of travel agencies,1
KAZ,Post and telecommunications,0
KAZ,Financial intermediation,0
KAZ,Real estate activities,1
KAZ,"Food, beverages, and tobacco",0
KAZ,Renting of M&Eq and other business activities,0
KAZ,Public administration and defense; compulsory social security,0
KAZ,Education,1
KAZ,Health and social work,0
KAZ,"Other community, social, and personal services (creative industry)",1
KAZ,Private households with employed persons,1
KAZ,Textiles and textile products,0
KAZ,"Leather, leather products, and footwear",0
KAZ,Wood and products of wood and cork,0
KAZ,"Pulp, paper, paper products, printing, and publishing",0
KAZ,"Coke, refined petroleum, and nuclear fuel",0
KAZ,Chemicals and chemical products,0
KGZ,"Agriculture, hunting, forestry, and fishing",1
KGZ,Rubber and plastics,0
KGZ,Other nonmetallic minerals,1
KGZ,Basic metals and fabricated metal,1
KGZ,"Machinery, nec",0
KGZ,Electrical and optical equipment,0
KGZ,Transport equipment,0
KGZ,"Manufacturing, nec; recycling",0
KGZ,"Electricity, gas, and water supply",0
KGZ,Construction,1
KGZ,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
KGZ,Mining and quarrying,1
KGZ,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
KGZ,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
KGZ,Hotels and restaurants,1
KGZ,Inland transport,1
KGZ,Water transport,0
KGZ,Air transport,1
KGZ,Other supporting and auxiliary transport activities; activities of travel agencies,0
KGZ,Post and telecommunications,1
KGZ,Financial intermediation,0
KGZ,Real estate activities,0
KGZ,"Food, beverages, and tobacco",1
KGZ,Renting of M&Eq and other business activities,0
KGZ,Public administration and defense; compulsory social security,0
KGZ,Education,1
KGZ,Health and social work,0
KGZ,"Other community, social, and personal services (creative industry)",0
KGZ,Private households with employed persons,0
KGZ,Textiles and textile products,0
KGZ,"Leather, leather products, and footwear",0
KGZ,Wood and products of wood and cork,0
KGZ,"Pulp, paper, paper products, printing, and publishing",0
KGZ,"Coke, refined petroleum, and nuclear fuel",0
KGZ,Chemicals and chemical products,0
KOR,"Agriculture, hunting, forestry, and fishing",0
KOR,Rubber and plastics,1
KOR,Other nonmetallic minerals,0
KOR,Basic metals and fabricated metal,1
KOR,"Machinery, nec",1
KOR,Electrical and optical equipment,1
KOR,Transport equipment,1
KOR,"Manufacturing, nec; recycling",0
KOR,"Electricity, gas, and water supply",1
KOR,Construction,0
KOR,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
KOR,Mining and quarrying,0
KOR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
KOR,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
KOR,Hotels and restaurants,1
KOR,Inland transport,0
KOR,Water transport,1
KOR,Air transport,0
KOR,Other supporting and auxiliary transport activities; activities of travel agencies,0
KOR,Post and telecommunications,0
KOR,Financial intermediation,0
KOR,Real estate activities,0
KOR,"Food, beverages, and tobacco",0
KOR,Renting of M&Eq and other business activities,0
KOR,Public administration and defense; compulsory social security,0
KOR,Education,1
KOR,Health and social work,0
KOR,"Other community, social, and personal services (creative industry)",1
KOR,Private households with employed persons,0
KOR,Textiles and textile products,1
KOR,"Leather, leather products, and footwear",0
KOR,Wood and products of wood and cork,0
KOR,"Pulp, paper, paper products, printing, and publishing",1
KOR,"Coke, refined petroleum, and nuclear fuel",1
KOR,Chemicals and chemical products,1
KUW,"Agriculture, hunting, forestry, and fishing",0
KUW,Rubber and plastics,0
KUW,Other nonmetallic minerals,0
KUW,Basic metals and fabricated metal,0
KUW,"Machinery, nec",0
KUW,Electrical and optical equipment,0
KUW,Transport equipment,0
KUW,"Manufacturing, nec; recycling",0
KUW,"Electricity, gas, and water supply",0
KUW,Construction,0
KUW,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
KUW,Mining and quarrying,1
KUW,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
KUW,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
KUW,Hotels and restaurants,0
KUW,Inland transport,0
KUW,Water transport,0
KUW,Air transport,0
KUW,Other supporting and auxiliary transport activities; activities of travel agencies,1
KUW,Post and telecommunications,1
KUW,Financial intermediation,0
KUW,Real estate activities,0
KUW,"Food, beverages, and tobacco",0
KUW,Renting of M&Eq and other business activities,0
KUW,Public administration and defense; compulsory social security,1
KUW,Education,1
KUW,Health and social work,0
KUW,"Other community, social, and personal services (creative industry)",0
KUW,Private households with employed persons,1
KUW,Textiles and textile products,0
KUW,"Leather, leather products, and footwear",0
KUW,Wood and products of wood and cork,0
KUW,"Pulp, paper, paper products, printing, and publishing",0
KUW,"Coke, refined petroleum, and nuclear fuel",1
KUW,Chemicals and chemical products,1
LAO,"Agriculture, hunting, forestry, and fishing",1
LAO,Rubber and plastics,0
LAO,Other nonmetallic minerals,1
LAO,Basic metals and fabricated metal,0
LAO,"Machinery, nec",0
LAO,Electrical and optical equipment,0
LAO,Transport equipment,0
LAO,"Manufacturing, nec; recycling",1
LAO,"Electricity, gas, and water supply",1
LAO,Construction,1
LAO,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
LAO,Mining and quarrying,0
LAO,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
LAO,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
LAO,Hotels and restaurants,0
LAO,Inland transport,0
LAO,Water transport,0
LAO,Air transport,0
LAO,Other supporting and auxiliary transport activities; activities of travel agencies,0
LAO,Post and telecommunications,0
LAO,Financial intermediation,0
LAO,Real estate activities,0
LAO,"Food, beverages, and tobacco",1
LAO,Renting of M&Eq and other business activities,0
LAO,Public administration and defense; compulsory social security,1
LAO,Education,0
LAO,Health and social work,0
LAO,"Other community, social, and personal services (creative industry)",0
LAO,Private households with employed persons,0
LAO,Textiles and textile products,1
LAO,"Leather, leather products, and footwear",1
LAO,Wood and products of wood and cork,1
LAO,"Pulp, paper, paper products, printing, and publishing",1
LAO,"Coke, refined petroleum, and nuclear fuel",0
LAO,Chemicals and chemical products,0
LTU,"Agriculture, hunting, forestry, and fishing",0
LTU,Rubber and plastics,1
LTU,Other nonmetallic minerals,0
LTU,Basic metals and fabricated metal,0
LTU,"Machinery, nec",0
LTU,Electrical and optical equipment,0
LTU,Transport equipment,0
LTU,"Manufacturing, nec; recycling",1
LTU,"Electricity, gas, and water supply",0
LTU,Construction,0
LTU,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
LTU,Mining and quarrying,0
LTU,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
LTU,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
LTU,Hotels and restaurants,0
LTU,Inland transport,1
LTU,Water transport,0
LTU,Air transport,0
LTU,Other supporting and auxiliary transport activities; activities of travel agencies,1
LTU,Post and telecommunications,0
LTU,Financial intermediation,0
LTU,Real estate activities,0
LTU,"Food, beverages, and tobacco",1
LTU,Renting of M&Eq and other business activities,1
LTU,Public administration and defense; compulsory social security,0
LTU,Education,1
LTU,Health and social work,0
LTU,"Other community, social, and personal services (creative industry)",0
LTU,Private households with employed persons,0
LTU,Textiles and textile products,0
LTU,"Leather, leather products, and footwear",0
LTU,Wood and products of wood and cork,1
LTU,"Pulp, paper, paper products, printing, and publishing",1
LTU,"Coke, refined petroleum, and nuclear fuel",1
LTU,Chemicals and chemical products,0
LUX,"Agriculture, hunting, forestry, and fishing",0
LUX,Rubber and plastics,1
LUX,Other nonmetallic minerals,1
LUX,Basic metals and fabricated metal,0
LUX,"Machinery, nec",0
LUX,Electrical and optical equipment,0
LUX,Transport equipment,0
LUX,"Manufacturing, nec; recycling",0
LUX,"Electricity, gas, and water supply",0
LUX,Construction,0
LUX,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
LUX,Mining and quarrying,0
LUX,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
LUX,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
LUX,Hotels and restaurants,0
LUX,Inland transport,0
LUX,Water transport,0
LUX,Air transport,0
LUX,Other supporting and auxiliary transport activities; activities of travel agencies,0
LUX,Post and telecommunications,0
LUX,Financial intermediation,1
LUX,Real estate activities,0
LUX,"Food, beverages, and tobacco",0
LUX,Renting of M&Eq and other business activities,1
LUX,Public administration and defense; compulsory social security,0
LUX,Education,0
LUX,Health and social work,0
LUX,"Other community, social, and personal services (creative industry)",0
LUX,Private households with employed persons,0
LUX,Textiles and textile products,0
LUX,"Leather, leather products, and footwear",0
LUX,Wood and products of wood and cork,0
LUX,"Pulp, paper, paper products, printing, and publishing",0
LUX,"Coke, refined petroleum, and nuclear fuel",0
LUX,Chemicals and chemical products,0
LVA,"Agriculture, hunting, forestry, and fishing",1
LVA,Rubber and plastics,0
LVA,Other nonmetallic minerals,0
LVA,Basic metals and fabricated metal,0
LVA,"Machinery, nec",0
LVA,Electrical and optical equipment,0
LVA,Transport equipment,0
LVA,"Manufacturing, nec; recycling",0
LVA,"Electricity, gas, and water supply",1
LVA,Construction,1
LVA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
LVA,Mining and quarrying,0
LVA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
LVA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
LVA,Hotels and restaurants,0
LVA,Inland transport,1
LVA,Water transport,0
LVA,Air transport,1
LVA,Other supporting and auxiliary transport activities; activities of travel agencies,1
LVA,Post and telecommunications,0
LVA,Financial intermediation,0
LVA,Real estate activities,0
LVA,"Food, beverages, and tobacco",1
LVA,Renting of M&Eq and other business activities,1
LVA,Public administration and defense; compulsory social security,0
LVA,Education,1
LVA,Health and social work,0
LVA,"Other community, social, and personal services (creative industry)",1
LVA,Private households with employed persons,0
LVA,Textiles and textile products,0
LVA,"Leather, leather products, and footwear",0
LVA,Wood and products of wood and cork,1
LVA,"Pulp, paper, paper products, printing, and publishing",0
LVA,"Coke, refined petroleum, and nuclear fuel",0
LVA,Chemicals and chemical products,0
MAL,"Agriculture, hunting, forestry, and fishing",1
MAL,Rubber and plastics,1
MAL,Other nonmetallic minerals,0
MAL,Basic metals and fabricated metal,0
MAL,"Machinery, nec",0
MAL,Electrical and optical equipment,1
MAL,Transport equipment,0
MAL,"Manufacturing, nec; recycling",0
MAL,"Electricity, gas, and water supply",0
MAL,Construction,0
MAL,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
MAL,Mining and quarrying,1
MAL,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
MAL,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
MAL,Hotels and restaurants,1
MAL,Inland transport,0
MAL,Water transport,1
MAL,Air transport,0
MAL,Other supporting and auxiliary transport activities; activities of travel agencies,1
MAL,Post and telecommunications,1
MAL,Financial intermediation,0
MAL,Real estate activities,0
MAL,"Food, beverages, and tobacco",1
MAL,Renting of M&Eq and other business activities,0
MAL,Public administration and defense; compulsory social security,0
MAL,Education,0
MAL,Health and social work,0
MAL,"Other community, social, and personal services (creative industry)",0
MAL,Private households with employed persons,0
